0	0.008333333	205.4242368	22.89692887	18.5394537	0.258333333
0.008333333	0.016666667	150.1572067	41.37565212	21.7066806	0.258333333
0.016666667	0.025	128.5197358	25.49599258	28.7926397	0.258333333
0.025	0.033333333	111.5867304	30.90944448	16.8412525	0.258333333
0.033333333	0.041666667	112.2500232	34.12365084	29.1677016	0.258333333
0.041666667	0.05	98.60154552	21.43258718	18.4057859	0.258333333
0.05	0.058333333	103.9210924	30.39996805	25.9441095	0.258333333
0.058333333	0.066666667	97.85933316	28.74480685	24.9097037	0.258333333
0.066666667	0.075	97.9984404	33.12257004	27.3098297	0.258333333
0.075	0.083333333	96.57389628	30.1387351	18.091817	0.258333333
0.083333333	0.091666667	110.1563518	9.661565916	18.1050794	0.258333333
0.091666667	0.1	96.65619372	34.77865248	16.6521098	0.258333333
0.1	0.108333333	107.8928651	27.42353374	18.4764573	0.258333333
0.108333333	0.116666667	84.33706536	24.46193138	14.5395814	0.258333333
0.116666667	0.125	105.5584429	31.89302172	25.3721378	0.258333333
0.125	0.158333333	72.363402	17.88802416	11.0581707	0.258333333
0.158333333	0.191666667	71.3254716	30.33480568	9.633353	0.258333333
0.191666667	0.225	78.07570416	22.28783569	9.9969945	0.258333333
0.225	0.258333333	59.27442408	23.44270216	10.9490015	0.258333333
0.258333333	0.291666667	66.05782128	19.8016853	7.4892343	0.258333333
0.291666667	0.791666667	49.11560352	20.22950916	4.9311568	0.258333333
0.791666667	1.291666667	36.3091392	21.22208384	2.57801101	0.258333333
1.291666667	1.791666667	30.12089375	19.01718803	2.53886544	0.258333333
1.791666667	2.791666667	25.37190155	21.00608377	1.87390344	0.258333333
2.791666667	3.791666667	20.97377896	22.15821722	1.61498885	0.258333333
3.791666667	4.791666667	18.42934478	20.9758671	2.09110901	0.258333333
4.791666667	9.791666667	12.9695238	22.51648746	1.9200394	0.258333333
9.791666667	14.79166667	11.48958245	22.12302586	1.86634817	0.258333333
14.79166667	19.79166667	10.30864489	21.77989466	1.80953475	0.258333333
19.79166667	29.79166667	9.635310576	21.86827229	2.22095773	0.258333333
29.79166667	39.79166667	8.46727038	21.22626013	2.41650138	0.258333333
39.79166667	49.79166667	7.880164128	20.74168789	2.20800233	0.258333333
49.79166667	59.79166667	7.219942128	20.0135705	2.4885727	0.258333333
59.79166667	69.79166667	7.303836384	19.0316515	2.21414233	0.258333333
